6.392806572048337528e-03,-9.666666666666666741e-01,-2.559583707943304809e-01
2.863225381111015322e-01,-9.000000000000000222e-01,3.286630556810679615e-01
-5.492759714620657485e-01,-8.333333333333333703e-01,-6.206015412452225294e-02
5.191225208255527690e-01,-7.666666666666667185e-01,-3.778015756901308420e-01
-1.419102865206475217e-01,-7.000000000000000666e-01,6.999010434194449237e-01
-3.989298061013135666e-01,-6.333333333333334147e-01,-6.631318863490559545e-01
7.901094131314019275e-01,-5.666666666666666519e-01,2.337006721642888307e-01
-7.782795121616365996e-01,-5.000000000000000000e-01,3.798433900299503230e-01
3.301983610863905017e-01,-4.333333333333333481e-01,-8.385650031798870252e-01
3.333994373459807647e-01,-3.666666666666666963e-01,8.685622434419647542e-01
-8.536508533536426580e-01,-3.000000000000000444e-01,-4.257701499266918210e-01
9.348031987956018085e-01,-2.333333333333333925e-01,-2.677658213384712660e-01
-5.155410075593668262e-01,-1.666666666666666297e-01,8.404996679040956931e-01
-1.893129534350632137e-01,-9.999999999999997780e-02,-9.768114483674388282e-01
8.030009799594718389e-01,-3.333333333333331899e-02,5.950448008957114343e-01
-9.940549193443412035e-01,3.333333333333333287e-02,1.036518510023055339e-01
6.600129415381548181e-01,9.999999999999997780e-02,-7.445689471111136548e-01
1.612929516610582537e-02,1.666666666666666297e-01,9.858813661184934185e-01
-6.684857186018129394e-01,2.333333333333332815e-01,-7.061744823915498959e-01
9.515237020325482131e-01,2.999999999999999334e-01,6.784279232368399526e-02
-7.289698569338065592e-01,3.666666666666665853e-01,5.780644455745928001e-01
-3.645640725757299250e-01,4.333333333333332371e-01,8.242058354617614047e-01
-2.766765386611443334e-01,4.999999999999998890e-01,-8.206400507862678939e-01
7.215006474273423231e-01,5.666666666666665408e-01,3.979016268511789134e-01
-7.521299069986082664e-01,6.333333333333334147e-01,1.821798339200960126e-01
3.982258711305880494e-01,7.000000000000000666e-01,-5.928036399705084447e-01
9.601219837717921146e-02,7.666666666666667185e-01,6.348258658758347828e-01
-4.301450835653968796e-01,8.333333333333333703e-01,-3.471754061567052241e-01
4.350370068712156035e-01,9.000000000000000222e-01,-2.725440611229396418e-02
-1.776112518163657783e-01,9.666666666666666741e-01,1.844174579148598614e-01
